plotID,nlcdClass,DF_BA,EGBA,AM_BA,ECM_BA,totalBA,PerEG_BA,PerECM_BA,Shan_BA,Sim_BA,DF_ST,EF_ST,AM_ST,ECM_ST,totalStems,PerEG_ST,PerECM_ST,Shan_ST,Sim_ST
TALL_001,deciduousForest,24831.186725,10991.964945,17589.316605,15927.85057,35823.15167,30.68396953528014,44.46244907965129,1.835451268209639,0.8079947833940908,34,4,16,12,38,10.526315789473683,31.57894736842105,2.0459860808392487,0.856404958677686
TALL_002,mixedForest,9883.137434999999,10156.632825,7555.528125,11899.877265,20039.77026,50.68238155041603,59.38130582640721,1.519722553018636,0.6743228138522976,35,32,19,44,67,47.76119402985074,65.67164179104478,1.7758748975074474,0.7346847850300735
TALL_004,evergreenForest,0,7658.76639,0,7658.76639,7658.76639,100,100,0.692200814225457,0.4990539322396159,0,10,0,10,10,100,100,0.6730116670092565,0.48
TALL_006,evergreenForest,7523.14196,12856.63983,7523.14196,12856.63983,20379.78179,63.08526736193283,63.08526736193283,1.1343996939630687,0.6189259860635723,6,14,6,14,20,70,70,1.0888999753452238,0.5800000000000001
TALL_007,deciduousForest,19573.92163,3780.21875,11514.94299,8925.770035,23354.14038,16.18650349998453,38.2192189040871,1.7400672682480973,0.805095756044583,36,18,19,28,54,33.33333333333333,51.85185185185185,1.9028937322252142,0.8319615912208504
TALL_008,deciduousForest,8385.314615000001,0,257.997475,7644.627390000001,8385.314615000001,0,91.16685230062771,1.3364806172904697,0.7065631110912187,9,0,2,5,9,0,55.55555555555556,1.5810937501718236,0.7901234567901234
TALL_009,evergreenForest,1643.368115,1346.92827,181.48192,2808.814465,2990.296385,45.0433032911552,93.93097216348339,1.298533590243219,0.6828513640797178,9,4,1,12,13,30.76923076923077,92.3076923076923,1.4127446368638479,0.7218934911242603
TALL_013,evergreenForest,0,7891.58859,0,7891.58859,7891.58859,100,100,0,0,0,7,0,7,7,100,100,0,0
